"tick","Id","OtherId","Type","Trust"
42,8,0,S,0.09769969976546082
42,8,2,S,0.14687107747383507
42,8,5,S,0.6766154108865375
42,8,14,C,0.7142857142857143
42,9,0,S,0.0
42,9,2,S,0.0
42,9,3,S,0.0
42,9,11,C,0.7142857142857143
42,10,6,S,0.1125137519519287
42,10,20,C,0.0
42,10,24,C,0.8095238095238095
42,11,9,S,0.036811508746185856
42,11,20,C,0.5238095238095238
42,11,22,C,0.8095238095238095
42,14,8,S,0.08354794674119462
42,14,20,C,0.8095238095238095
42,15,7,S,0.12304665855433837
42,15,18,C,0.8095238095238095
42,12,25,C,0.9047619047619048
42,16,21,C,0.9047619047619048
42,18,15,S,0.2721783312612666
42,18,17,C,0.6666666666666666
42,18,23,C,0.9047619047619048
42,18,25,C,0.0
42,18,13,C,0.0
42,20,10,S,0.0
42,20,11,S,0.0
42,20,14,S,0.22405443942948663
42,20,23,C,0.6666666666666666
42,20,13,C,0.9047619047619048
42,22,11,S,0.48966165240396736
42,22,17,C,0.0
42,22,19,C,0.9047619047619048
42,22,21,C,0.0
42,22,13,C,0.0
42,24,10,S,0.38458579839115997
42,24,17,C,0.9047619047619048
42,24,21,C,0.0
42,24,13,C,0.6666666666666666
42,13,18,S,0.0
42,13,20,S,0.048913605725470155
42,13,22,S,0.0
42,13,24,S,0.0
42,17,18,S,0.5090746920349588
42,17,22,S,0.0
42,17,24,S,0.7069828628048427
42,19,22,S,0.6641263065486227
42,21,16,S,0.0
42,21,22,S,0.0
42,21,24,S,0.0
42,23,18,S,0.5111016552821941
42,23,20,S,0.41329339979645957
42,25,18,S,0.0
42,25,12,S,0.008703461209894079
43,0,6,C,0.0
43,0,8,C,0.3953488372093023
43,0,9,C,0.627906976744186
43,1,6,C,0.13953488372093023
43,1,7,C,0.627906976744186
43,1,8,C,0.0
43,2,7,C,0.09302325581395349
43,2,8,C,0.627906976744186
43,2,9,C,0.3953488372093023
43,3,6,C,0.627906976744186
43,3,9,C,0.0
43,4,6,C,0.3953488372093023
43,4,9,C,0.0
43,5,7,C,0.3953488372093023
43,5,8,C,0.16279069767441862
43,6,0,S,0.0
43,6,1,S,0.0
43,6,3,S,0.12443821318764885
43,6,4,S,0.11738092949426089
43,6,10,C,0.7209302325581395
43,7,1,S,0.13725675220041555
43,7,2,S,0.0
43,7,5,S,0.10640679176631274
43,7,15,C,0.7209302325581395
43,8,0,S,0.10290165947984177
43,8,1,S,0.0
43,8,2,S,0.149878044099549
43,8,5,S,0.4998773652736154
43,8,14,C,0.7209302325581395
43,9,0,S,0.0
43,9,2,S,0.0
43,9,3,S,0.0
43,9,4,S,0.0
43,9,11,C,0.7209302325581395
43,10,6,S,0.11069673098490546
43,10,20,C,0.0
43,10,24,C,0.813953488372093
43,11,9,S,0.03531438840977846
43,11,20,C,0.5348837209302325
43,11,22,C,0.813953488372093
43,14,8,S,0.09443130222483956
43,14,20,C,0.813953488372093
43,14,22,C,0.0
43,15,7,S,0.11820476070152117
43,15,18,C,0.813953488372093
43,12,25,C,0.9069767441860465
43,16,21,C,0.9069767441860465
43,18,15,S,0.2721783312612666
43,18,17,C,0.6744186046511628
43,18,23,C,0.9069767441860465
43,18,25,C,0.0
43,18,13,C,0.0
43,20,10,S,0.0
43,20,11,S,0.0
43,20,14,S,0.22354220069441305
43,20,23,C,0.6744186046511628
43,20,13,C,0.9069767441860465
43,22,11,S,0.48966165240396736
43,22,14,S,0.0
43,22,17,C,0.0
43,22,19,C,0.9069767441860465
43,22,21,C,0.0
43,22,13,C,0.0
43,24,10,S,0.38458579839115997
43,24,17,C,0.9069767441860465
43,24,21,C,0.0
43,24,13,C,0.6744186046511628
43,13,18,S,0.0
43,13,20,S,0.047081233105006774
43,13,22,S,0.0
43,13,24,S,0.0
43,17,18,S,0.5845410335041608
43,17,22,S,0.0
43,17,24,S,0.7146469368239788
43,19,22,S,0.674472404485376
43,21,16,S,0.0
43,21,22,S,0.0
43,21,24,S,0.0
43,23,18,S,0.5287550765423634
43,23,20,S,0.41329339979645957
43,25,18,S,0.0
43,25,12,S,0.008377615716151716
44,0,6,C,0.0
44,0,8,C,0.4090909090909091
44,0,9,C,0.6363636363636364
44,1,6,C,0.1590909090909091
44,1,7,C,0.6363636363636364
44,1,8,C,0.0
44,2,7,C,0.11363636363636363
44,2,8,C,0.6363636363636364
44,2,9,C,0.4090909090909091
44,3,6,C,0.6363636363636364
44,3,7,C,0.0
44,3,9,C,0.0
44,4,6,C,0.4090909090909091
44,4,9,C,0.0
44,5,7,C,0.4090909090909091
44,5,8,C,0.18181818181818182
44,6,0,S,0.0
44,6,1,S,0.0
44,6,3,S,0.1251643284036531
44,6,4,S,0.12387778411716824
44,6,10,C,0.7272727272727273
44,7,1,S,0.13829767019684014
44,7,2,S,0.0
44,7,3,S,0.0
44,7,5,S,0.10640679176631274
44,7,15,C,0.7272727272727273
44,8,0,S,0.10861059309125698
44,8,1,S,0.0
44,8,2,S,0.15225795411106813
44,8,5,S,0.4998773652736154
44,8,14,C,0.7272727272727273
44,9,0,S,0.0
44,9,2,S,0.0
44,9,3,S,0.0
44,9,4,S,0.0
44,9,11,C,0.7272727272727273
44,10,6,S,0.10681607769203522
44,10,20,C,0.0
44,10,24,C,0.8181818181818182
44,11,9,S,0.0339306695321905
44,11,20,C,0.5454545454545454
44,11,22,C,0.8181818181818182
44,14,8,S,0.09382418226242138
44,14,20,C,0.8181818181818182
44,14,22,C,0.0
44,15,7,S,0.11820476070152117
44,15,18,C,0.8181818181818182
44,12,25,C,0.9090909090909091
44,16,21,C,0.9090909090909091
44,18,15,S,0.2721783312612666
44,18,17,C,0.6818181818181818
44,18,23,C,0.9090909090909091
44,18,25,C,0.0
44,18,13,C,0.0
44,20,10,S,0.0
44,20,11,S,0.0
44,20,14,S,0.22306309697336724
44,20,23,C,0.6818181818181818
44,20,13,C,0.9090909090909091
44,22,11,S,0.48966165240396736
44,22,14,S,0.0
44,22,17,C,0.0
44,22,19,C,0.9090909090909091
44,22,21,C,0.0
44,22,13,C,0.0
44,24,10,S,0.38458579839115997
44,24,17,C,0.9090909090909091
44,24,21,C,0.0
44,24,13,C,0.6818181818181818
44,13,18,S,0.0
44,13,20,S,0.04536925966725304
44,13,22,S,0.0
44,13,24,S,0.0
44,17,18,S,0.641026634481339
44,17,22,S,0.0
44,17,24,S,0.7223958647773622
44,19,22,S,0.6846322746596009
44,21,16,S,0.0
44,21,22,S,0.0
44,21,24,S,0.0
44,23,18,S,0.5447054846690188
44,23,20,S,0.41329339979645957
44,25,18,S,0.0
44,25,12,S,0.008073169856090787
45,0,6,C,0.0
45,0,8,C,0.4222222222222222
45,0,9,C,0.6444444444444445
45,1,6,C,0.17777777777777778
45,1,7,C,0.6444444444444445
45,1,8,C,0.0
45,2,7,C,0.13333333333333333
45,2,8,C,0.6444444444444445
45,2,9,C,0.4222222222222222
45,3,6,C,0.6444444444444445
45,3,7,C,0.0
45,3,9,C,0.0
45,4,6,C,0.4222222222222222
45,4,9,C,0.0
45,5,7,C,0.4222222222222222
45,5,8,C,0.2
45,6,0,S,0.0
45,6,1,S,0.0
45,6,3,S,0.12564621272685506
45,6,4,S,0.13019499694965753
45,6,10,C,0.7333333333333333
45,7,1,S,0.13933024089215842
45,7,2,S,0.0
45,7,3,S,0.0
45,7,5,S,0.10640679176631274
45,7,15,C,0.7333333333333333
45,8,0,S,0.11422308527371293
45,8,1,S,0.0
45,8,2,S,0.15377242467239557
45,8,5,S,0.596321626365155
45,8,14,C,0.7333333333333333
45,9,0,S,0.0
45,9,2,S,0.0
45,9,3,S,0.0
45,9,4,S,0.0
45,9,11,C,0.7333333333333333
45,10,6,S,0.11805679329802211
45,10,20,C,0.0
45,10,24,C,0.8222222222222222
45,11,9,S,0.03264811868834049
45,11,20,C,0.5555555555555556
45,11,22,C,0.8222222222222222
45,14,8,S,0.09325903794909066
45,14,20,C,0.8222222222222222
45,14,22,C,0.0
45,15,7,S,0.11820476070152117
45,15,18,C,0.8222222222222222
45,12,25,C,0.9111111111111111
45,16,21,C,0.9111111111111111
45,18,15,S,0.2721783312612666
45,18,17,C,0.6888888888888889
45,18,23,C,0.9111111111111111
45,18,25,C,0.0
45,18,13,C,0.0
45,20,10,S,0.0
45,20,11,S,0.0
45,20,14,S,0.2226142027174387
45,20,23,C,0.6888888888888889
45,20,13,C,0.9111111111111111
45,22,11,S,0.48966165240396736
45,22,14,S,0.0
45,22,17,C,0.0
45,22,19,C,0.9111111111111111
45,22,21,C,0.0
45,22,13,C,0.0
45,24,10,S,0.38458579839115997
45,24,17,C,0.9111111111111111
45,24,21,C,0.0
45,24,13,C,0.6888888888888889
45,13,18,S,0.0
45,13,20,S,0.04376687295938495
45,13,22,S,0.0
45,13,24,S,0.0
45,17,18,S,0.6846825530878816
45,17,22,S,0.0
45,17,24,S,0.7301618624330908
45,19,22,S,0.6850401477444595
45,21,16,S,0.0
45,21,22,S,0.0
45,21,24,S,0.0
45,23,18,S,0.5591445417339462
45,23,20,S,0.41329339979645957
45,25,18,S,0.0
45,25,12,S,0.007788202662991753
46,0,6,C,0.0
46,0,8,C,0.43478260869565216
46,0,9,C,0.6521739130434783
46,1,6,C,0.1956521739130435
46,1,7,C,0.6521739130434783
46,1,8,C,0.0
46,2,7,C,0.15217391304347827
46,2,8,C,0.6521739130434783
46,2,9,C,0.43478260869565216
46,3,6,C,0.6521739130434783
46,3,7,C,0.0
46,3,9,C,0.0
46,4,6,C,0.43478260869565216
46,4,9,C,0.0
46,5,7,C,0.43478260869565216
46,5,8,C,0.21739130434782608
46,6,0,S,0.0
46,6,1,S,0.0
46,6,3,S,0.12600623784442327
46,6,4,S,0.1352863628671184
46,6,10,C,0.7391304347826086
46,7,1,S,0.14019277250623202
46,7,2,S,0.0
46,7,3,S,0.0
46,7,5,S,0.1209829025632292
46,7,15,C,0.7391304347826086
46,8,0,S,0.118141249921249
46,8,1,S,0.0
46,8,2,S,0.15480279008344902
46,8,5,S,0.6661095696579952
46,8,14,C,0.7391304347826086
46,9,0,S,0.0
46,9,2,S,0.0
46,9,3,S,0.0
46,9,4,S,0.0
46,9,11,C,0.7391304347826086
46,10,6,S,0.13256123920416985
46,10,20,C,0.0
46,10,24,C,0.8260869565217391
46,11,9,S,0.03145619111354979
46,11,20,C,0.5652173913043478
46,11,22,C,0.8260869565217391
46,14,8,S,0.09273181575798438
46,14,20,C,0.8260869565217391
46,14,22,C,0.0
46,15,7,S,0.11820476070152117
46,15,18,C,0.8260869565217391
46,12,25,C,0.9130434782608695
46,16,21,C,0.9130434782608695
46,18,15,S,0.2721783312612666
46,18,17,C,0.6956521739130435
46,18,19,C,0.0
46,18,23,C,0.9130434782608695
46,18,25,C,0.0
46,18,13,C,0.0
46,20,10,S,0.0
46,20,11,S,0.0
46,20,14,S,0.23994314702581399
46,20,23,C,0.6956521739130435
46,20,13,C,0.9130434782608695
46,22,11,S,0.4538972204118463
46,22,14,S,0.0
46,22,17,C,0.0
46,22,19,C,0.9130434782608695
46,22,21,C,0.0
46,22,13,C,0.0
46,24,10,S,0.38458579839115997
46,24,17,C,0.9130434782608695
46,24,21,C,0.0
46,24,25,C,0.0
46,24,13,C,0.6956521739130435
46,13,18,S,0.0
46,13,20,S,0.04226447031133607
46,13,22,S,0.0
46,13,24,S,0.0
46,17,18,S,0.7187026457494844
46,17,22,S,0.0
46,17,24,S,0.7377721397304192
46,19,18,S,0.0
46,19,22,S,0.6633597138647952
46,21,16,S,0.0
46,21,22,S,0.0
46,21,24,S,0.0
46,23,18,S,0.5722273846511635
46,23,20,S,0.41329339979645957
46,25,18,S,0.0
46,25,24,S,0.0
46,25,12,S,0.007521008020292517
47,0,6,C,0.0
47,0,8,C,0.44680851063829785
47,0,9,C,0.6595744680851063
47,1,6,C,0.2127659574468085
47,1,7,C,0.6595744680851063
47,1,8,C,0.0
47,2,7,C,0.1702127659574468
47,2,8,C,0.6595744680851063
47,2,9,C,0.44680851063829785
47,3,6,C,0.6595744680851063
47,3,7,C,0.0
47,3,9,C,0.0
47,4,6,C,0.44680851063829785
47,4,9,C,0.0
47,5,7,C,0.44680851063829785
47,5,8,C,0.23404255319148937
47,6,0,S,0.0
47,6,1,S,0.0
47,6,3,S,0.1265644096326569
47,6,4,S,0.13900027048600264
47,6,10,C,0.7446808510638298
47,6,15,C,0.0
47,7,1,S,0.14100615864064406
47,7,2,S,0.0
47,7,3,S,0.0
47,7,5,S,0.1209829025632292
47,7,15,C,0.7446808510638298
47,8,0,S,0.12087229705327072
47,8,1,S,0.0
47,8,2,S,0.1558359870843247
47,8,5,S,0.723918746151822
47,8,14,C,0.7446808510638298
47,9,0,S,0.0
47,9,2,S,0.0
47,9,3,S,0.0
47,9,4,S,0.0
47,9,11,C,0.7446808510638298
47,10,6,S,0.13060632662202715
47,10,20,C,0.0
47,10,24,C,0.8297872340425532
47,11,9,S,0.030345749645189688
47,11,20,C,0.574468085106383
47,11,22,C,0.8297872340425532
47,14,8,S,0.10616125755531154
47,14,20,C,0.8297872340425532
47,14,22,C,0.0
47,15,6,S,0.0
47,15,7,S,0.11820476070152117
47,15,18,C,0.8297872340425532
47,12,25,C,0.9148936170212766
47,16,21,C,0.9148936170212766
47,18,15,S,0.2721783312612666
47,18,17,C,0.7021276595744681
47,18,19,C,0.0
47,18,23,C,0.9148936170212766
47,18,25,C,0.0
47,18,13,C,0.0
47,20,10,S,0.0
47,20,11,S,0.0
47,20,14,S,0.2562316391101116
47,20,21,C,0.0
47,20,23,C,0.7021276595744681
47,20,13,C,0.9148936170212766
47,22,11,S,0.42245900901516076
47,22,14,S,0.0
47,22,17,C,0.0
47,22,19,C,0.9148936170212766
47,22,21,C,0.0
47,22,13,C,0.0
47,24,10,S,0.38458579839115997
47,24,17,C,0.9148936170212766
47,24,21,C,0.0
47,24,25,C,0.0
47,24,13,C,0.7021276595744681
47,13,18,S,0.0
47,13,20,S,0.04085349830078552
47,13,22,S,0.0
47,13,24,S,0.0
47,17,18,S,0.7187026457494844
47,17,22,S,0.0
47,17,24,S,0.7450611872015427
47,19,18,S,0.0
47,19,22,S,0.6423244335051702
47,21,16,S,0.0
47,21,20,S,0.0
47,21,22,S,0.0
47,21,24,S,0.0
47,23,18,S,0.5722273846511635
47,23,20,S,0.41329339979645957
47,25,18,S,0.0
47,25,24,S,0.0
47,25,12,S,0.007270066161436034
48,0,6,C,0.0
48,0,8,C,0.4583333333333333
48,0,9,C,0.6666666666666666
48,1,6,C,0.22916666666666666
48,1,7,C,0.6666666666666666
48,1,8,C,0.0
48,2,7,C,0.1875
48,2,8,C,0.6666666666666666
48,2,9,C,0.4583333333333333
48,3,6,C,0.6666666666666666
48,3,7,C,0.0
48,3,9,C,0.0
48,4,6,C,0.4583333333333333
48,4,9,C,0.0
48,5,7,C,0.4583333333333333
48,5,8,C,0.25
48,6,0,S,0.0
48,6,1,S,0.0
48,6,3,S,0.1269687714581891
48,6,4,S,0.14179132959778845
48,6,10,C,0.75
48,6,15,C,0.0
48,7,1,S,0.14100615864064406
48,7,2,S,0.0
48,7,3,S,0.0
48,7,5,S,0.1209829025632292
48,7,15,C,0.75
48,8,0,S,0.12280800206974271
48,8,1,S,0.0
48,8,2,S,0.1558359870843247
48,8,5,S,0.723918746151822
48,8,14,C,0.75
48,9,0,S,0.0
48,9,2,S,0.030298756963636146
48,9,3,S,0.0
48,9,4,S,0.0
48,9,11,C,0.75
48,10,6,S,0.13060632662202715
48,10,20,C,0.0
48,10,24,C,0.8333333333333334
48,11,9,S,0.029308837950697816
48,11,20,C,0.5833333333333334
48,11,22,C,0.8333333333333334
48,14,8,S,0.10521738735042999
48,14,20,C,0.8333333333333334
48,14,22,C,0.0
48,15,6,S,0.0
48,15,7,S,0.11820476070152117
48,15,18,C,0.8333333333333334
48,12,25,C,0.9166666666666666
48,16,21,C,0.9166666666666666
48,18,15,S,0.2721783312612666
48,18,17,C,0.7083333333333334
48,18,19,C,0.0
48,18,23,C,0.9166666666666666
48,18,25,C,0.0
48,18,13,C,0.0
48,20,10,S,0.0
48,20,11,S,0.0
48,20,14,S,0.27156485692515003
48,20,21,C,0.0
48,20,23,C,0.7083333333333334
48,20,13,C,0.9166666666666666
48,22,11,S,0.39436822805862054
48,22,14,S,0.0
48,22,17,C,0.0
48,22,19,C,0.9166666666666666
48,22,21,C,0.0
48,22,13,C,0.0
48,24,10,S,0.38458579839115997
48,24,17,C,0.9166666666666666
48,24,21,C,0.0
48,24,25,C,0.0
48,24,13,C,0.7083333333333334
48,13,18,S,0.0
48,13,20,S,0.0395263166986675
48,13,22,S,0.0
48,13,24,S,0.0
48,17,18,S,0.7187026457494844
48,17,22,S,0.0
48,17,24,S,0.7518773877163871
48,19,18,S,0.0
48,19,22,S,0.6219720590911245
48,21,16,S,0.0
48,21,20,S,0.0
48,21,22,S,0.0
48,21,24,S,0.0
48,23,18,S,0.5722273846511635
48,23,20,S,0.41329339979645957
48,25,18,S,0.0
48,25,24,S,0.0
48,25,12,S,0.007034019514436972
49,0,6,C,0.0
49,0,8,C,0.46938775510204084
49,0,9,C,0.673469387755102
49,1,6,C,0.24489795918367346
49,1,7,C,0.673469387755102
49,1,8,C,0.0
49,2,7,C,0.20408163265306123
49,2,8,C,0.673469387755102
49,2,9,C,0.46938775510204084
49,3,6,C,0.673469387755102
49,3,7,C,0.0
49,3,9,C,0.0
49,4,6,C,0.46938775510204084
49,4,9,C,0.0
49,5,7,C,0.46938775510204084
49,5,8,C,0.2653061224489796
49,6,0,S,0.0
49,6,1,S,0.0
49,6,3,S,0.12731750085403615
49,6,4,S,0.14352794312657807
49,6,10,C,0.7551020408163265
49,6,15,C,0.0
49,7,1,S,0.14100615864064406
49,7,2,S,0.0
49,7,3,S,0.0
49,7,5,S,0.1209829025632292
49,7,15,C,0.7551020408163265
49,8,0,S,0.124248883829271
49,8,1,S,0.0
49,8,2,S,0.1558359870843247
49,8,5,S,0.723918746151822
49,8,14,C,0.7551020408163265
49,9,0,S,0.0
49,9,2,S,0.05627954469645397
49,9,3,S,0.0
49,9,4,S,0.0
49,9,11,C,0.7551020408163265
49,10,6,S,0.13060632662202715
49,10,20,C,0.0
49,10,24,C,0.8367346938775511
49,11,9,S,0.02833849619357234
49,11,20,C,0.5918367346938775
49,11,22,C,0.8367346938775511
49,14,8,S,0.10521738735042999
49,14,20,C,0.8367346938775511
49,14,22,C,0.0
49,15,6,S,0.0
49,15,7,S,0.11820476070152117
49,15,18,C,0.8367346938775511
49,12,25,C,0.9183673469387755
49,16,21,C,0.9183673469387755
49,18,15,S,0.27884247389512146
49,18,17,C,0.7142857142857143
49,18,19,C,0.0
49,18,23,C,0.9183673469387755
49,18,25,C,0.0
49,18,13,C,0.0
49,20,10,S,0.0
49,20,11,S,0.0
49,20,14,S,0.2809777947956626
49,20,21,C,0.0
49,20,23,C,0.7142857142857143
49,20,13,C,0.9183673469387755
49,22,11,S,0.36916335628001784
49,22,14,S,0.0
49,22,17,C,0.0
49,22,19,C,0.9183673469387755
49,22,21,C,0.0
49,22,13,C,0.0
49,24,10,S,0.38458579839115997
49,24,17,C,0.9183673469387755
49,24,21,C,0.0
49,24,25,C,0.0
49,24,13,C,0.7142857142857143
49,13,18,S,0.0
49,13,20,S,0.06990650272701958
49,13,22,S,0.0
49,13,24,S,0.0
49,17,18,S,0.7187026457494844
49,17,22,S,0.0
49,17,24,S,0.7518773877163871
49,19,18,S,0.0
49,19,22,S,0.602333390456351
49,21,16,S,0.0
49,21,20,S,0.0
49,21,22,S,0.0
49,21,24,S,0.0
49,23,18,S,0.5722273846511635
49,23,20,S,0.41329339979645957
49,25,18,S,0.0
49,25,24,S,0.0
49,25,12,S,0.006811652146712016
50,0,6,C,0.0
50,0,8,C,0.48
50,0,9,C,0.68
50,1,6,C,0.26
50,1,7,C,0.68
50,1,8,C,0.0
50,2,7,C,0.22
50,2,8,C,0.68
50,2,9,C,0.48
50,3,6,C,0.68
50,3,7,C,0.0
50,3,9,C,0.0
50,4,6,C,0.48
50,4,9,C,0.0
50,5,7,C,0.48
50,5,8,C,0.28
50,6,0,S,0.0
50,6,1,S,0.0
50,6,3,S,0.12731750085403615
50,6,4,S,0.14460754899574627
50,6,10,C,0.76
50,6,15,C,0.0
50,7,1,S,0.14100615864064406
50,7,2,S,0.0
50,7,3,S,0.0
50,7,5,S,0.1209829025632292
50,7,15,C,0.76
50,8,0,S,0.12502821889917667
50,8,1,S,0.0
50,8,2,S,0.1558359870843247
50,8,5,S,0.723918746151822
50,8,14,C,0.76
50,9,0,S,0.0
50,9,2,S,0.07850815604220039
50,9,3,S,0.0
50,9,4,S,0.0
50,9,11,C,0.76
50,10,6,S,0.13060632662202715
50,10,20,C,0.0
50,10,24,C,0.84
50,11,9,S,0.027421088931166463
50,11,20,C,0.6
50,11,22,C,0.84
50,14,8,S,0.1154938085868807
50,14,20,C,0.84
50,14,22,C,0.0
50,15,6,S,0.0
50,15,7,S,0.11820476070152117
50,15,18,C,0.84
50,12,25,C,0.92
50,16,21,C,0.92
50,18,15,S,0.28524281208265667
50,18,17,C,0.72
50,18,19,C,0.0
50,18,23,C,0.92
50,18,25,C,0.0
50,18,13,C,0.0
50,20,10,S,0.0
50,20,11,S,0.0
50,20,14,S,0.2947838330676468
50,20,21,C,0.0
50,20,23,C,0.72
50,20,13,C,0.92
50,22,11,S,0.34645969610753014
50,22,14,S,0.0
50,22,17,C,0.0
50,22,19,C,0.92
50,22,21,C,0.0
50,22,13,C,0.0
50,24,10,S,0.38458579839115997
50,24,17,C,0.92
50,24,21,C,0.0
50,24,25,C,0.0
50,24,13,C,0.72
50,13,18,S,0.0
50,13,20,S,0.09856619604950477
50,13,22,S,0.0
50,13,24,S,0.0
50,17,18,S,0.7187026457494844
50,17,22,S,0.0
50,17,24,S,0.7518773877163871
50,19,18,S,0.0
50,19,22,S,0.5834584824456382
50,21,16,S,0.0
50,21,20,S,0.0
50,21,22,S,0.0
50,21,24,S,0.0
50,23,18,S,0.5722273846511635
50,23,20,S,0.41329339979645957
50,25,18,S,0.0
50,25,24,S,0.0
50,25,12,S,0.006601872206744598
51,0,6,C,0.0
51,0,8,C,0.49019607843137253
51,0,9,C,0.6862745098039216
51,1,6,C,0.27450980392156865
51,1,7,C,0.6862745098039216
51,1,8,C,0.0
51,2,7,C,0.23529411764705882
51,2,8,C,0.6862745098039216
51,2,9,C,0.49019607843137253
51,3,6,C,0.6862745098039216
51,3,7,C,0.0
51,3,9,C,0.0
51,4,6,C,0.49019607843137253
51,4,9,C,0.0
51,5,7,C,0.49019607843137253
51,5,8,C,0.29411764705882354
51,6,0,S,0.0
51,6,1,S,0.25
51,6,3,S,0.12731750085403615
51,6,4,S,0.14534020529865893
51,6,10,C,0.7647058823529411
51,6,15,C,0.0
51,7,1,S,0.14100615864064406
51,7,2,S,0.0
51,7,3,S,0.0
51,7,5,S,0.1209829025632292
51,7,15,C,0.7647058823529411
51,8,0,S,0.1254207026584967
51,8,1,S,0.0
51,8,2,S,0.1558359870843247
51,8,5,S,0.723918746151822
51,8,14,C,0.7647058823529411
51,9,0,S,0.0
51,9,2,S,0.09792892228090011
51,9,3,S,0.0
51,9,4,S,0.0
51,9,11,C,0.7647058823529411
51,10,6,S,0.13060632662202715
51,10,20,C,0.0
51,10,24,C,0.8431372549019608
51,11,9,S,0.02655283832042887
51,11,20,C,0.6078431372549019
51,11,22,C,0.8431372549019608
51,14,8,S,0.1146968963693292
51,14,20,C,0.8431372549019608
51,14,22,C,0.0
51,15,6,S,0.0
51,15,7,S,0.11820476070152117
51,15,18,C,0.8431372549019608
51,12,25,C,0.9215686274509803
51,16,21,C,0.9215686274509803
51,18,15,S,0.28524281208265667
51,18,17,C,0.7254901960784313
51,18,19,C,0.0
51,18,23,C,0.9215686274509803
51,18,25,C,0.0
51,18,13,C,0.0
51,20,10,S,0.0
51,20,11,S,0.0
51,20,14,S,0.3078326626962475
51,20,21,C,0.0
51,20,23,C,0.7254901960784313
51,20,13,C,0.9215686274509803
51,22,11,S,0.3259345536113053
51,22,14,S,0.0
51,22,17,C,0.0
51,22,19,C,0.9215686274509803
51,22,21,C,0.0
51,22,13,C,0.0
51,24,10,S,0.38458579839115997
51,24,17,C,0.9215686274509803
51,24,21,C,0.0
51,24,25,C,0.0
51,24,13,C,0.7254901960784313
51,13,18,S,0.0
51,13,20,S,0.12563978567844125
51,13,22,S,0.0
51,13,24,S,0.0
51,17,18,S,0.7187026457494844
51,17,22,S,0.0
51,17,24,S,0.7518773877163871
51,19,18,S,0.0
51,19,22,S,0.5652960509451719
51,21,16,S,0.0
51,21,20,S,0.0
51,21,22,S,0.0
51,21,24,S,0.0
51,23,18,S,0.5722273846511635
51,23,20,S,0.41329339979645957
51,25,18,S,0.0
51,25,24,S,0.0
51,25,12,S,0.00640369687102078
52,0,6,C,0.0
52,0,8,C,0.5
52,0,9,C,0.6923076923076923
52,1,6,C,0.28846153846153844
52,1,7,C,0.6923076923076923
52,1,8,C,0.0
52,2,7,C,0.25
52,2,8,C,0.6923076923076923
52,2,9,C,0.5
52,3,6,C,0.6923076923076923
52,3,7,C,0.0
52,3,9,C,0.0
52,4,6,C,0.5
52,4,9,C,0.0
52,5,7,C,0.5
52,5,8,C,0.3076923076923077
52,6,0,S,0.0
52,6,1,S,0.25
52,6,3,S,0.12731750085403615
52,6,4,S,0.14534020529865893
52,6,10,C,0.7692307692307693
52,6,15,C,0.0
52,7,1,S,0.14100615864064406
52,7,2,S,0.0
52,7,3,S,0.0
52,7,5,S,0.1209829025632292
52,7,15,C,0.7692307692307693
52,8,0,S,0.1256273965776639
52,8,1,S,0.0
52,8,2,S,0.1558359870843247
52,8,5,S,0.723918746151822
52,8,14,C,0.7692307692307693
52,9,0,S,0.0
52,9,2,S,0.11463058439994644
52,9,3,S,0.0
52,9,4,S,0.0
52,9,11,C,0.7692307692307693
52,10,6,S,0.13060632662202715
52,10,20,C,0.0
52,10,24,C,0.8461538461538461
52,10,12,C,0.0
52,11,9,S,0.05653776282957865
52,11,16,C,0.0
52,11,20,C,0.6153846153846154
52,11,22,C,0.8461538461538461
52,14,8,S,0.12428424324518916
52,14,20,C,0.8461538461538461
52,14,22,C,0.0
52,15,6,S,0.0
52,15,7,S,0.11820476070152117
52,15,18,C,0.8461538461538461
52,12,10,S,0.0
52,12,25,C,0.9230769230769231
52,16,11,S,0.0
52,16,21,C,0.9230769230769231
52,18,15,S,0.28524281208265667
52,18,17,C,0.7307692307692307
52,18,19,C,0.0
52,18,23,C,0.9230769230769231
52,18,25,C,0.0
52,18,13,C,0.0
52,20,10,S,0.0
52,20,11,S,0.0
52,20,14,S,0.31995447025730783
52,20,21,C,0.0
52,20,23,C,0.7307692307692307
52,20,13,C,0.9230769230769231
52,22,11,S,0.30731564229844677
52,22,14,S,0.0
52,22,17,C,0.0
52,22,19,C,0.9230769230769231
52,22,21,C,0.0
52,22,13,C,0.0
52,24,10,S,0.38458579839115997
52,24,17,C,0.9230769230769231
52,24,21,C,0.0
52,24,25,C,0.0
52,24,13,C,0.7307692307692307
52,13,18,S,0.0
52,13,20,S,0.15124851845047307
52,13,22,S,0.0
52,13,24,S,0.0
52,17,18,S,0.7187026457494844
52,17,22,S,0.0
52,17,24,S,0.7518773877163871
52,19,18,S,0.0
52,19,22,S,0.5478425619678208
52,21,16,S,0.0
52,21,20,S,0.0
52,21,22,S,0.0
52,21,24,S,0.0
52,23,18,S,0.5722273846511635
52,23,20,S,0.41329339979645957
52,25,18,S,0.0
52,25,24,S,0.0
52,25,12,S,0.0062162393938933625
53,0,6,C,0.0
53,0,8,C,0.5094339622641509
53,0,9,C,0.6981132075471698
53,1,6,C,0.3018867924528302
53,1,7,C,0.6981132075471698
